Source,Target,Count,Stage
E11,E14,13647.0,d1-d2
E14,J22,1243.0,d2-d3
J22,J96,50.0,d3-d4
E11,E14,13647.0,d1-d2
E14,J22,1243.0,d2-d3
J22,J18,210.0,d3-d4
E11,E14,13647.0,d1-d2
E14,J22,1243.0,d2-d3
J22,I46,26.0,d3-d4
E11,E14,13647.0,d1-d2
E14,J69,216.0,d2-d3
E11,E14,13647.0,d1-d2
E14,J81,293.0,d2-d3
E11,E14,13647.0,d1-d2
E14,A41,834.0,d2-d3
E11,E14,13647.0,d1-d2
E14,E16,567.0,d2-d3
E16,A41,53.0,d3-d4
E11,E14,13647.0,d1-d2
E14,E16,567.0,d2-d3
E16,J69,24.0,d3-d4
E11,E14,13647.0,d1-d2
E14,E16,567.0,d2-d3
E16,F01,22.0,d3-d4
E11,E14,13647.0,d1-d2
E14,A49,222.0,d2-d3
E11,E14,13647.0,d1-d2
E14,I46,225.0,d2-d3
E11,I73,11348.0,d1-d2
I73,B95,811.0,d2-d3
B95,I46,32.0,d3-d4
E11,I73,11348.0,d1-d2
I73,B95,811.0,d2-d3
B95,J69,24.0,d3-d4
E11,I73,11348.0,d1-d2
I73,L89,184.0,d2-d3
E11,I73,11348.0,d1-d2
I73,A41,944.0,d2-d3
E11,I73,11348.0,d1-d2
I73,C34,261.0,d2-d3
C34,J90,24.0,d3-d4
E11,I73,11348.0,d1-d2
I73,C34,261.0,d2-d3
C34,C78,52.0,d3-d4
E11,I73,11348.0,d1-d2
I73,C34,261.0,d2-d3
C34,C79,60.0,d3-d4
E11,I73,11348.0,d1-d2
I73,C34,261.0,d2-d3
C34,J22,30.0,d3-d4
E11,I73,11348.0,d1-d2
I73,C34,261.0,d2-d3
C34,C77,22.0,d3-d4
E11,I73,11348.0,d1-d2
I73,C34,261.0,d2-d3
C34,J18,36.0,d3-d4
E11,I73,11348.0,d1-d2
I73,J18,1238.0,d2-d3
J18,J69,46.0,d3-d4
E11,I73,11348.0,d1-d2
I73,A04,254.0,d2-d3
E11,I73,11348.0,d1-d2
I73,A49,298.0,d2-d3
E11,I73,11348.0,d1-d2
I73,J15,61.0,d2-d3
E11,I73,11348.0,d1-d2
I73,J90,458.0,d2-d3
J90,J91,22.0,d3-d4
E11,I73,11348.0,d1-d2
I73,I46,283.0,d2-d3
E11,I73,11348.0,d1-d2
I73,J96,268.0,d2-d3
E11,N39,26988.0,d1-d2
N39,J18,3513.0,d2-d3
J18,J69,159.0,d3-d4
E11,N39,26988.0,d1-d2
N39,J69,893.0,d2-d3
E11,N39,26988.0,d1-d2
N39,L89,434.0,d2-d3
E11,N39,26988.0,d1-d2
N39,F02,114.0,d2-d3
E11,N39,26988.0,d1-d2
N39,F01,1157.0,d2-d3
F01,J69,80.0,d3-d4
E11,N39,26988.0,d1-d2
N39,J15,167.0,d2-d3
E11,N39,26988.0,d1-d2
N39,J17,44.0,d2-d3
E11,N39,26988.0,d1-d2
N39,J10,142.0,d2-d3
E11,I67,10686.0,d1-d2
I67,A41,757.0,d2-d3
E11,I67,10686.0,d1-d2
I67,J69,520.0,d2-d3
E11,I67,10686.0,d1-d2
I67,I46,217.0,d2-d3
E11,N19,7392.0,d1-d2
N19,N18,1608.0,d2-d3
N18,A41,182.0,d3-d4
E11,N19,7392.0,d1-d2
N19,N18,1608.0,d2-d3
N18,K65,32.0,d3-d4
E11,N19,7392.0,d1-d2
N19,N18,1608.0,d2-d3
N18,B95,114.0,d3-d4
E11,N19,7392.0,d1-d2
N19,N18,1608.0,d2-d3
N18,I46,64.0,d3-d4
E11,N19,7392.0,d1-d2
N19,N18,1608.0,d2-d3
N18,A49,58.0,d3-d4
E11,N19,7392.0,d1-d2
N19,N18,1608.0,d2-d3
N18,F05,50.0,d3-d4
E11,N19,7392.0,d1-d2
N19,N17,1027.0,d2-d3
N17,J69,25.0,d3-d4
E11,N19,7392.0,d1-d2
N19,I12,382.0,d2-d3
I12,J18,67.0,d3-d4
E11,N19,7392.0,d1-d2
N19,I12,382.0,d2-d3
I12,A41,49.0,d3-d4
E11,N19,7392.0,d1-d2
N19,I12,382.0,d2-d3
I12,I46,20.0,d3-d4
E11,N19,7392.0,d1-d2
N19,I12,382.0,d2-d3
I12,B95,40.0,d3-d4
E11,N19,7392.0,d1-d2
N19,I46,248.0,d2-d3
E11,N19,7392.0,d1-d2
N19,N03,127.0,d2-d3
N03,J18,24.0,d3-d4
E11,N17,18687.0,d1-d2
N17,J69,655.0,d2-d3
E11,N17,18687.0,d1-d2
N17,F39,63.0,d2-d3
E11,E87,10633.0,d1-d2
E87,I46,291.0,d2-d3
E11,E87,10633.0,d1-d2
E87,J69,376.0,d2-d3
E11,H26,21538.0,d1-d2
H26,H44,78.0,d2-d3
E11,H26,21538.0,d1-d2
H26,H54,161.0,d2-d3
H54,J18,24.0,d3-d4
E11,H26,21538.0,d1-d2
H26,H27,65.0,d2-d3
E11,H26,21538.0,d1-d2
H26,H59,33.0,d2-d3
E11,I64,8578.0,d1-d2
I64,I69,744.0,d2-d3
I69,E86,41.0,d3-d4
E11,I64,8578.0,d1-d2
I64,I69,744.0,d2-d3
I69,J18,132.0,d3-d4
E11,I64,8578.0,d1-d2
I64,I69,744.0,d2-d3
I69,A41,62.0,d3-d4
E11,I64,8578.0,d1-d2
I64,I69,744.0,d2-d3
I69,J69,41.0,d3-d4
E11,I64,8578.0,d1-d2
I64,I69,744.0,d2-d3
I69,N17,69.0,d3-d4
E11,I64,8578.0,d1-d2
I64,I67,1480.0,d2-d3
I67,A41,110.0,d3-d4
E11,I64,8578.0,d1-d2
I64,I67,1480.0,d2-d3
I67,J69,85.0,d3-d4
E11,I64,8578.0,d1-d2
I64,I67,1480.0,d2-d3
I67,I46,33.0,d3-d4
E11,I64,8578.0,d1-d2
I64,G41,34.0,d2-d3
E11,I64,8578.0,d1-d2
I64,G40,225.0,d2-d3
G40,J18,32.0,d3-d4
E11,N18,16863.0,d1-d2
N18,A41,1802.0,d2-d3
E11,N18,16863.0,d1-d2
N18,B95,857.0,d2-d3
B95,I46,49.0,d3-d4
E11,N18,16863.0,d1-d2
N18,B95,857.0,d2-d3
B95,J69,26.0,d3-d4
E11,N18,16863.0,d1-d2
N18,F05,867.0,d2-d3
F05,J69,72.0,d3-d4
E11,N18,16863.0,d1-d2
N18,A49,377.0,d2-d3
E11,N18,16863.0,d1-d2
N18,I46,491.0,d2-d3
E11,N18,16863.0,d1-d2
N18,L89,184.0,d2-d3
E11,N18,16863.0,d1-d2
N18,J10,136.0,d2-d3
E11,N18,16863.0,d1-d2
N18,N25,100.0,d2-d3
E11,L97,6414.0,d1-d2
L97,J18,818.0,d2-d3
J18,J69,26.0,d3-d4
E11,L97,6414.0,d1-d2
L97,J69,142.0,d2-d3
E11,L97,6414.0,d1-d2
L97,A41,871.0,d2-d3
E11,L97,6414.0,d1-d2
L97,I46,173.0,d2-d3
E11,L97,6414.0,d1-d2
L97,J96,165.0,d2-d3
E11,L03,11373.0,d1-d2
L03,M86,423.0,d2-d3
E11,L03,11373.0,d1-d2
L03,A41,1096.0,d2-d3
E11,L03,11373.0,d1-d2
L03,J15,60.0,d2-d3
E11,L03,11373.0,d1-d2
L03,J18,1170.0,d2-d3
J18,J69,32.0,d3-d4
E11,L03,11373.0,d1-d2
L03,A04,222.0,d2-d3
E11,L03,11373.0,d1-d2
L03,J96,324.0,d2-d3
E11,L03,11373.0,d1-d2
L03,L89,209.0,d2-d3
E11,L03,11373.0,d1-d2
L03,J10,52.0,d2-d3
E11,L03,11373.0,d1-d2
L03,K72,84.0,d2-d3
E11,E16,7222.0,d1-d2
E16,J69,249.0,d2-d3
E11,E16,7222.0,d1-d2
E16,A41,655.0,d2-d3
E11,E16,7222.0,d1-d2
E16,I46,152.0,d2-d3
E11,E16,7222.0,d1-d2
E16,F01,250.0,d2-d3
F01,J69,23.0,d3-d4
E11,I51,5570.0,d1-d2
I51,I46,158.0,d2-d3
E11,I51,5570.0,d1-d2
I51,N17,784.0,d2-d3
N17,J69,33.0,d3-d4
E11,L08,2214.0,d1-d2
E11,G81,2915.0,d1-d2
G81,A41,198.0,d2-d3
E11,A09,4681.0,d1-d2
A09,J69,157.0,d2-d3
E11,I24,3188.0,d1-d2
E11,J81,4341.0,d1-d2
E11,I69,3816.0,d1-d2
I69,N17,301.0,d2-d3
N17,J69,20.0,d3-d4
E11,I69,3816.0,d1-d2
I69,J69,169.0,d2-d3
E11,I69,3816.0,d1-d2
I69,J18,524.0,d2-d3
J18,J69,22.0,d3-d4
E11,I69,3816.0,d1-d2
I69,A41,298.0,d2-d3
E11,I77,2687.0,d1-d2
I77,J22,247.0,d2-d3
J22,J18,36.0,d3-d4
E11,I77,2687.0,d1-d2
I77,A04,73.0,d2-d3
E11,I77,2687.0,d1-d2
I77,A41,195.0,d2-d3
E11,I77,2687.0,d1-d2
I77,I46,61.0,d2-d3
E11,I12,3163.0,d1-d2
I12,A41,346.0,d2-d3
E11,I12,3163.0,d1-d2
I12,I46,104.0,d2-d3
E11,I12,3163.0,d1-d2
I12,A49,73.0,d2-d3
E11,I44,5144.0,d1-d2
I44,J18,632.0,d2-d3
J18,J69,32.0,d3-d4
E11,K76,5231.0,d1-d2
K76,A49,121.0,d2-d3
E11,K76,5231.0,d1-d2
K76,G93,157.0,d2-d3
E11,K76,5231.0,d1-d2
K76,K72,344.0,d2-d3
E11,K76,5231.0,d1-d2
K76,J96,133.0,d2-d3
E11,K76,5231.0,d1-d2
K76,I46,83.0,d2-d3
E11,K76,5231.0,d1-d2
K76,J69,93.0,d2-d3
E11,N28,2624.0,d1-d2
N28,I46,51.0,d2-d3
E11,N28,2624.0,d1-d2
N28,A41,214.0,d2-d3
E11,K74,2215.0,d1-d2
K74,A41,217.0,d2-d3
E11,K74,2215.0,d1-d2
K74,G93,105.0,d2-d3
E11,K74,2215.0,d1-d2
K74,J69,58.0,d2-d3
E11,K74,2215.0,d1-d2
K74,K72,286.0,d2-d3
E11,I35,4916.0,d1-d2
I35,I31,56.0,d2-d3
E11,I35,4916.0,d1-d2
I35,I08,291.0,d2-d3
I08,N17,54.0,d3-d4
E11,I35,4916.0,d1-d2
I35,J93,24.0,d2-d3
E11,I35,4916.0,d1-d2
I35,J22,682.0,d2-d3
J22,J18,109.0,d3-d4
E11,I35,4916.0,d1-d2
I35,J22,682.0,d2-d3
J22,I46,25.0,d3-d4
E11,I35,4916.0,d1-d2
I35,J22,682.0,d2-d3
J22,J96,27.0,d3-d4
E11,I35,4916.0,d1-d2
I35,N17,663.0,d2-d3
N17,J69,24.0,d3-d4
E11,I35,4916.0,d1-d2
I35,I46,183.0,d2-d3
E11,I35,4916.0,d1-d2
I35,A49,99.0,d2-d3
E11,I35,4916.0,d1-d2
I35,J96,134.0,d2-d3
E11,I35,4916.0,d1-d2
I35,J18,644.0,d2-d3
J18,J69,21.0,d3-d4
E11,I35,4916.0,d1-d2
I35,D68,37.0,d2-d3
E11,I35,4916.0,d1-d2
I35,K55,62.0,d2-d3
E11,I70,2581.0,d1-d2
I70,A41,199.0,d2-d3
E11,I70,2581.0,d1-d2
I70,I46,61.0,d2-d3
E11,I70,2581.0,d1-d2
I70,A04,63.0,d2-d3
E11,I70,2581.0,d1-d2
I70,J96,56.0,d2-d3
E11,N08,2291.0,d1-d2
N08,A41,301.0,d2-d3
E11,N08,2291.0,d1-d2
N08,B95,259.0,d2-d3
B95,I46,23.0,d3-d4
E11,N47,2808.0,d1-d2
E11,G62,1428.0,d1-d2
G62,A41,127.0,d2-d3
E11,G62,1428.0,d1-d2
G62,J69,33.0,d2-d3
E11,B34,1726.0,d1-d2
E11,N48,1462.0,d1-d2
E11,I22,1903.0,d1-d2
E11,I85,1597.0,d1-d2
I85,N39,187.0,d2-d3
N39,J18,26.0,d3-d4
E11,I85,1597.0,d1-d2
I85,I98,337.0,d2-d3
I98,N17,53.0,d3-d4
E11,I85,1597.0,d1-d2
I85,I98,337.0,d2-d3
I98,E87,38.0,d3-d4
E11,I85,1597.0,d1-d2
I85,I98,337.0,d2-d3
I98,B95,24.0,d3-d4
E11,I85,1597.0,d1-d2
I85,I98,337.0,d2-d3
I98,K65,21.0,d3-d4
E11,I85,1597.0,d1-d2
I85,I98,337.0,d2-d3
I98,N18,26.0,d3-d4
E11,I85,1597.0,d1-d2
I85,I98,337.0,d2-d3
I98,A41,44.0,d3-d4
E11,I85,1597.0,d1-d2
I85,I98,337.0,d2-d3
I98,K72,66.0,d3-d4
E11,I85,1597.0,d1-d2
I85,I98,337.0,d2-d3
I98,J18,31.0,d3-d4
E11,I85,1597.0,d1-d2
I85,I98,337.0,d2-d3
I98,K59,26.0,d3-d4
E11,I85,1597.0,d1-d2
I85,I98,337.0,d2-d3
I98,G93,31.0,d3-d4
E11,I85,1597.0,d1-d2
I85,I98,337.0,d2-d3
I98,N19,30.0,d3-d4
E11,I85,1597.0,d1-d2
I85,G93,81.0,d2-d3
E11,I85,1597.0,d1-d2
I85,K72,202.0,d2-d3
E11,I85,1597.0,d1-d2
I85,A41,143.0,d2-d3
E11,I85,1597.0,d1-d2
I85,J22,122.0,d2-d3
J22,J18,22.0,d3-d4
E11,I85,1597.0,d1-d2
I85,J69,38.0,d2-d3
E11,M00,660.0,d1-d2
E11,I66,497.0,d1-d2
I66,J69,29.0,d2-d3
E11,G25,406.0,d1-d2
E11,D09,613.0,d1-d2
D09,N39,128.0,d2-d3
N39,J18,26.0,d3-d4
E11,D09,613.0,d1-d2
D09,N35,30.0,d2-d3
C44,I35,2220.0,d1-d2
I35,I46,66.0,d2-d3
C44,I35,2220.0,d1-d2
I35,J22,298.0,d2-d3
J22,J18,46.0,d3-d4
C44,I35,2220.0,d1-d2
I35,A49,23.0,d2-d3
C44,I35,2220.0,d1-d2
I35,J96,45.0,d2-d3
C44,L90,2151.0,d1-d2
C44,G45,2012.0,d1-d2
G45,I67,300.0,d2-d3
I67,A41,25.0,d3-d4
C44,G45,2012.0,d1-d2
G45,J69,67.0,d2-d3
C44,G20,1276.0,d1-d2
G20,L89,28.0,d2-d3
C44,G20,1276.0,d1-d2
G20,J22,213.0,d2-d3
J22,J18,35.0,d3-d4
C44,G20,1276.0,d1-d2
G20,J22,213.0,d2-d3
J22,J69,24.0,d3-d4
C44,G20,1276.0,d1-d2
G20,J18,226.0,d2-d3
J18,J69,27.0,d3-d4
C44,G20,1276.0,d1-d2
G20,A41,94.0,d2-d3
C44,G20,1276.0,d1-d2
G20,A49,22.0,d2-d3
C44,G20,1276.0,d1-d2
G20,J69,125.0,d2-d3
C44,G20,1276.0,d1-d2
G20,A04,24.0,d2-d3
C44,G30,1780.0,d1-d2
G30,J69,94.0,d2-d3
C44,L97,1435.0,d1-d2
L97,I46,21.0,d2-d3
C44,L97,1435.0,d1-d2
L97,A41,160.0,d2-d3
C44,L97,1435.0,d1-d2
L97,J96,22.0,d2-d3
C44,L97,1435.0,d1-d2
L97,J69,50.0,d2-d3
C44,F01,1922.0,d1-d2
F01,J69,129.0,d2-d3
C44,L08,853.0,d1-d2
C44,C76,1059.0,d1-d2
C44,F00,1171.0,d1-d2
F00,J69,57.0,d2-d3
C44,L85,1310.0,d1-d2
C44,L82,1720.0,d1-d2
C44,I34,1130.0,d1-d2
I34,I46,45.0,d2-d3
C44,L57,5725.0,d1-d2
C44,H02,2621.0,d1-d2
C44,D23,2392.0,d1-d2
C44,D22,2894.0,d1-d2
C44,L98,4674.0,d1-d2
C44,I44,2156.0,d1-d2
I44,J91,37.0,d2-d3
C44,L81,408.0,d1-d2
C44,H61,460.0,d1-d2
B96,I46,2147.0,d1-d2
B96,J69,5209.0,d1-d2
E86,J69,3192.0,d1-d2
E86,I46,1014.0,d1-d2
E14,J18,4347.0,d1-d2
J18,J69,143.0,d2-d3
E14,J90,1464.0,d1-d2
J90,I46,43.0,d2-d3
E14,J90,1464.0,d1-d2
J90,J69,41.0,d2-d3
E14,F05,1159.0,d1-d2
F05,J69,72.0,d2-d3
E14,E86,1169.0,d1-d2
E86,J69,45.0,d2-d3
E14,J69,815.0,d1-d2
E14,J81,1059.0,d1-d2
E14,E10,4818.0,d1-d2
E10,J69,62.0,d2-d3
E14,E10,4818.0,d1-d2
E10,K59,215.0,d2-d3
K59,J18,24.0,d3-d4
E14,E10,4818.0,d1-d2
E10,N19,268.0,d2-d3
N19,N18,66.0,d3-d4
E14,E10,4818.0,d1-d2
E10,N19,268.0,d2-d3
N19,N17,41.0,d3-d4
E14,E10,4818.0,d1-d2
E10,J22,483.0,d2-d3
J22,J18,71.0,d3-d4
E14,E10,4818.0,d1-d2
E10,J22,483.0,d2-d3
J22,J96,21.0,d3-d4
E14,E10,4818.0,d1-d2
E10,N08,151.0,d2-d3
N08,A41,28.0,d3-d4
E14,E10,4818.0,d1-d2
E10,J81,100.0,d2-d3
E14,E10,4818.0,d1-d2
E10,N17,330.0,d2-d3
N17,J69,21.0,d3-d4
E14,E10,4818.0,d1-d2
E10,A41,305.0,d2-d3
E14,E10,4818.0,d1-d2
E10,N18,379.0,d2-d3
N18,I46,21.0,d3-d4
E14,E10,4818.0,d1-d2
E10,N18,379.0,d2-d3
N18,A41,45.0,d3-d4
E14,E10,4818.0,d1-d2
E10,N18,379.0,d2-d3
N18,B95,29.0,d3-d4
E14,E10,4818.0,d1-d2
E10,M86,92.0,d2-d3
E14,E10,4818.0,d1-d2
E10,A49,126.0,d2-d3
E14,E10,4818.0,d1-d2
E10,J96,99.0,d2-d3
E14,E10,4818.0,d1-d2
E10,A04,86.0,d2-d3
E14,E10,4818.0,d1-d2
E10,L89,37.0,d2-d3
E14,E10,4818.0,d1-d2
E10,I46,85.0,d2-d3
E14,A41,2982.0,d1-d2
E14,E16,3034.0,d1-d2
E16,A41,210.0,d2-d3
E14,E16,3034.0,d1-d2
E16,J69,92.0,d2-d3
E14,E16,3034.0,d1-d2
E16,I46,41.0,d2-d3
E14,N17,4126.0,d1-d2
N17,J69,173.0,d2-d3
E14,J22,4209.0,d1-d2
J22,J18,659.0,d2-d3
J18,J69,26.0,d3-d4
E14,J22,4209.0,d1-d2
J22,J69,176.0,d2-d3
E14,J22,4209.0,d1-d2
J22,I46,98.0,d2-d3
E14,J22,4209.0,d1-d2
J22,J15,57.0,d2-d3
E14,J22,4209.0,d1-d2
J22,J96,172.0,d2-d3
E14,A09,1353.0,d1-d2
A09,J69,43.0,d2-d3
E14,B95,1442.0,d1-d2
B95,J69,40.0,d2-d3
E14,B95,1442.0,d1-d2
B95,I46,37.0,d2-d3
E14,I46,743.0,d1-d2
E14,F01,795.0,d1-d2
F01,J69,48.0,d2-d3
E14,A49,693.0,d1-d2
M19,F01,2807.0,d1-d2
F01,J69,186.0,d2-d3
M19,L89,1069.0,d1-d2
M19,F05,4514.0,d1-d2
F05,J69,258.0,d2-d3
M19,F06,2673.0,d1-d2
F06,F02,24.0,d2-d3
M19,F06,2673.0,d1-d2
F06,F03,572.0,d2-d3
F03,F01,56.0,d3-d4
M19,F06,2673.0,d1-d2
F06,F03,572.0,d2-d3
F03,J69,41.0,d3-d4
M19,F06,2673.0,d1-d2
F06,F03,572.0,d2-d3
F03,G30,37.0,d3-d4
M19,F06,2673.0,d1-d2
F06,F03,572.0,d2-d3
F03,F00,23.0,d3-d4
M19,F06,2673.0,d1-d2
F06,J69,138.0,d2-d3
M19,F06,2673.0,d1-d2
F06,F01,271.0,d2-d3
F01,J69,22.0,d3-d4
M19,F06,2673.0,d1-d2
F06,A41,169.0,d2-d3
M19,J10,657.0,d1-d2
M19,M96,483.0,d1-d2
C34,J93,2638.0,d1-d2
J93,C79,445.0,d2-d3
C79,A41,29.0,d3-d4
C34,D70,4055.0,d1-d2
C34,D63,2640.0,d1-d2
C34,J38,1102.0,d1-d2
J38,J69,33.0,d2-d3
C34,I87,1864.0,d1-d2
I87,J18,219.0,d2-d3
C34,I87,1864.0,d1-d2
I87,A41,120.0,d2-d3
C34,I31,1025.0,d1-d2
C34,I46,998.0,d1-d2
C34,B37,1441.0,d1-d2
B37,J69,26.0,d2-d3
C34,G95,1041.0,d1-d2
G95,J18,96.0,d2-d3
C34,G95,1041.0,d1-d2
G95,A41,33.0,d2-d3
C34,M90,1330.0,d1-d2
C34,C78,24011.0,d1-d2
C78,D70,960.0,d2-d3
C34,C78,24011.0,d1-d2
C78,A41,1042.0,d2-d3
C34,C78,24011.0,d1-d2
C78,D69,239.0,d2-d3
C34,C79,29673.0,d1-d2
C79,A41,1140.0,d2-d3
C34,C79,29673.0,d1-d2
C79,D63,672.0,d2-d3
C34,J22,12700.0,d1-d2
J22,J18,1784.0,d2-d3
J18,J69,39.0,d3-d4
C34,J22,12700.0,d1-d2
J22,I46,132.0,d2-d3
C34,J22,12700.0,d1-d2
J22,J69,198.0,d2-d3
C34,J22,12700.0,d1-d2
J22,J96,370.0,d2-d3
C34,J22,12700.0,d1-d2
J22,J15,124.0,d2-d3
C34,J91,6277.0,d1-d2
J91,I46,73.0,d2-d3
C34,J18,15969.0,d1-d2
J18,J69,193.0,d2-d3
C34,J90,8443.0,d1-d2
J90,J69,95.0,d2-d3
C34,J90,8443.0,d1-d2
J90,I46,81.0,d2-d3
C34,C77,12225.0,d1-d2
C77,K59,651.0,d2-d3
K59,J18,95.0,d3-d4
C34,C77,12225.0,d1-d2
C77,K59,651.0,d2-d3
K59,A41,41.0,d3-d4
C34,C77,12225.0,d1-d2
C77,J18,1891.0,d2-d3
J18,J69,22.0,d3-d4
C34,C77,12225.0,d1-d2
C77,J90,688.0,d2-d3
J90,J91,41.0,d3-d4
C34,C77,12225.0,d1-d2
C77,J22,1541.0,d2-d3
J22,J18,243.0,d3-d4
C34,C77,12225.0,d1-d2
C77,J22,1541.0,d2-d3
J22,J69,28.0,d3-d4
C34,C77,12225.0,d1-d2
C77,J22,1541.0,d2-d3
J22,J96,37.0,d3-d4
C34,C77,12225.0,d1-d2
C77,J22,1541.0,d2-d3
J22,I46,23.0,d3-d4
C34,C77,12225.0,d1-d2
C77,D70,907.0,d2-d3
C34,C77,12225.0,d1-d2
C77,I82,140.0,d2-d3
C34,C77,12225.0,d1-d2
C77,D64,531.0,d2-d3
D64,J18,96.0,d3-d4
C34,C77,12225.0,d1-d2
C77,D64,531.0,d2-d3
D64,A41,58.0,d3-d4
C34,C77,12225.0,d1-d2
C77,D64,531.0,d2-d3
D64,D63,23.0,d3-d4
C34,C77,12225.0,d1-d2
C77,M90,202.0,d2-d3
C34,C77,12225.0,d1-d2
C77,D63,362.0,d2-d3
C34,C77,12225.0,d1-d2
C77,A41,838.0,d2-d3
C34,C77,12225.0,d1-d2
C77,G55,91.0,d2-d3
C34,C77,12225.0,d1-d2
C77,K12,81.0,d2-d3
C34,C77,12225.0,d1-d2
C77,I89,88.0,d2-d3
C34,C77,12225.0,d1-d2
C77,K52,261.0,d2-d3
K52,J18,32.0,d3-d4
C34,C77,12225.0,d1-d2
C77,K52,261.0,d2-d3
K52,A41,30.0,d3-d4
C34,C77,12225.0,d1-d2
C77,C76,25.0,d2-d3
C34,C80,6177.0,d1-d2
C80,D70,176.0,d2-d3
C34,J96,2478.0,d1-d2
C34,E87,3877.0,d1-d2
E87,J69,56.0,d2-d3
C34,E87,3877.0,d1-d2
E87,I46,44.0,d2-d3
C34,J98,5450.0,d1-d2
J98,C79,963.0,d2-d3
C79,A41,35.0,d3-d4
C34,J98,5450.0,d1-d2
J98,J69,64.0,d2-d3
C34,J98,5450.0,d1-d2
J98,I46,61.0,d2-d3
C34,E83,3738.0,d1-d2
E83,I46,24.0,d2-d3
C34,E83,3738.0,d1-d2
E83,J69,40.0,d2-d3
C34,J43,3299.0,d1-d2
J43,C78,434.0,d2-d3
C78,A41,23.0,d3-d4
C34,J43,3299.0,d1-d2
J43,C79,556.0,d2-d3
C79,A41,31.0,d3-d4
C34,J43,3299.0,d1-d2
J43,J69,45.0,d2-d3
C34,J43,3299.0,d1-d2
J43,A49,30.0,d2-d3
C34,J43,3299.0,d1-d2
J43,I46,46.0,d2-d3
C34,J84,1619.0,d1-d2
J84,I46,24.0,d2-d3
C34,G99,752.0,d1-d2
G99,J18,77.0,d2-d3
C34,G99,752.0,d1-d2
G99,A41,29.0,d2-d3
C34,J94,687.0,d1-d2
C34,D02,575.0,d1-d2
C34,J86,780.0,d1-d2
C34,C38,431.0,d1-d2
C34,I82,580.0,d1-d2
C34,E22,723.0,d1-d2
C34,M84,528.0,d1-d2
C34,J70,423.0,d1-d2
C34,G55,554.0,d1-d2
C34,I89,443.0,d1-d2
C34,J15,726.0,d1-d2
M25,F03,4537.0,d1-d2
F03,F01,362.0,d2-d3
F01,J69,23.0,d3-d4
M25,F03,4537.0,d1-d2
F03,G30,329.0,d2-d3
G30,J69,21.0,d3-d4
M25,F03,4537.0,d1-d2
F03,J69,232.0,d2-d3
M25,F03,4537.0,d1-d2
F03,F02,42.0,d2-d3
M25,F05,3629.0,d1-d2
F05,J69,213.0,d2-d3
M25,L97,1733.0,d1-d2
L97,A41,241.0,d2-d3
M25,L97,1733.0,d1-d2
L97,J96,47.0,d2-d3
M25,L97,1733.0,d1-d2
L97,I46,26.0,d2-d3
M25,L97,1733.0,d1-d2
L97,J69,52.0,d2-d3
M25,L89,908.0,d1-d2
M25,B95,2951.0,d1-d2
B95,I46,53.0,d2-d3
M25,B95,2951.0,d1-d2
B95,J69,94.0,d2-d3
I77,J22,2550.0,d1-d2
J22,I46,69.0,d2-d3
I77,J22,2550.0,d1-d2
J22,J96,112.0,d2-d3
I77,J22,2550.0,d1-d2
J22,J69,84.0,d2-d3
I77,J22,2550.0,d1-d2
J22,J15,39.0,d2-d3
I77,J18,2852.0,d1-d2
J18,J69,83.0,d2-d3
I77,A41,1830.0,d1-d2
I77,B95,1471.0,d1-d2
B95,J69,40.0,d2-d3
I77,B95,1471.0,d1-d2
B95,I46,55.0,d2-d3
I77,I46,597.0,d1-d2
I77,A04,596.0,d1-d2
I77,C34,716.0,d1-d2
C34,C80,38.0,d2-d3
I77,C34,716.0,d1-d2
C34,D70,20.0,d2-d3
I77,C34,716.0,d1-d2
C34,E87,29.0,d2-d3
I77,C34,716.0,d1-d2
C34,J91,43.0,d2-d3
I77,C34,716.0,d1-d2
C34,I26,27.0,d2-d3
M35,J18,2643.0,d1-d2
J18,J69,80.0,d2-d3
M35,N17,1747.0,d1-d2
N17,J69,58.0,d2-d3
M35,A41,1216.0,d1-d2
I71,J18,4686.0,d1-d2
J18,J69,138.0,d2-d3
I71,I46,1192.0,d1-d2
I71,K56,1200.0,d1-d2
K56,I46,30.0,d2-d3
I71,J96,1041.0,d1-d2
I71,N17,4040.0,d1-d2
N17,J69,142.0,d2-d3
I71,J22,4086.0,d1-d2
J22,J69,146.0,d2-d3
I71,J22,4086.0,d1-d2
J22,J96,173.0,d2-d3
I71,J22,4086.0,d1-d2
J22,I46,103.0,d2-d3
I71,J22,4086.0,d1-d2
J22,J15,50.0,d2-d3
I71,J90,2106.0,d1-d2
J90,J69,52.0,d2-d3
I71,J90,2106.0,d1-d2
J90,I46,68.0,d2-d3
I71,K43,773.0,d1-d2
N92,N95,2866.0,d1-d2
N95,N80,50.0,d2-d3
N92,K66,1348.0,d1-d2
I84,C44,2256.0,d1-d2
C44,L57,65.0,d2-d3
I84,C44,2256.0,d1-d2
C44,L90,29.0,d2-d3
I84,C44,2256.0,d1-d2
C44,L98,49.0,d2-d3
I84,C44,2256.0,d1-d2
C44,H02,38.0,d2-d3
I84,C44,2256.0,d1-d2
C44,G30,20.0,d2-d3
I84,C44,2256.0,d1-d2
C44,D23,30.0,d2-d3
I84,K64,1610.0,d1-d2
I12,J18,4277.0,d1-d2
J18,J69,134.0,d2-d3
I12,F05,1130.0,d1-d2
F05,J69,70.0,d2-d3
