source,target,count,stage,start_stage,disease1,disease2,disease3,sex,age_group,simd,n_death,dataset
J459,G451,6,d2-d3,d2,E109,J459,G451,All,All,All,<5,trj5.csv
E109,J459,57,d1-d2,d1,E109,J459,,All,All,All,5,trj5.csv
E109,N189,8,d1-d2,d1,E109,N189,,All,All,All,<5,trj5.csv
E115,I739,10,d1-d2,d1,E115,I739,E119,All,All,All,<5,trj5.csv
I739,E119,10,d2-d3,d2,E115,I739,E119,All,All,All,<5,trj5.csv
E119,C180,6,d1-d2,d1,E119,C180,C787,All,All,All,6,trj5.csv
C180,C787,6,d2-d3,d2,E119,C180,C787,All,All,All,6,trj5.csv
E119,C189,6,d1-d2,d1,E119,C189,C787,All,All,All,6,trj5.csv
C189,C787,6,d2-d3,d2,E119,C189,C787,All,All,All,6,trj5.csv
E119,C220,9,d1-d2,d1,E119,C220,,All,All,All,9,trj5.csv
E119,C250,8,d1-d2,d1,E119,C250,,All,All,All,7,trj5.csv
E119,C259,11,d1-d2,d1,E119,C259,C787,All,All,All,10,trj5.csv
C259,C787,11,d2-d3,d2,E119,C259,C787,All,All,All,10,trj5.csv
E119,C349,35,d1-d2,d1,E119,C349,C780,All,All,All,6,trj5.csv
C349,C780,6,d2-d3,d2,E119,C349,C780,All,All,All,6,trj5.csv
E119,C349,35,d1-d2,d1,E119,C349,C787,All,All,All,10,trj5.csv
C349,C787,10,d2-d3,d2,E119,C349,C787,All,All,All,10,trj5.csv
E119,C349,35,d1-d2,d1,E119,C349,C793,All,All,All,8,trj5.csv
C349,C793,8,d2-d3,d2,E119,C349,C793,All,All,All,8,trj5.csv
E119,C349,35,d1-d2,d1,E119,C349,C795,All,All,All,11,trj5.csv
C349,C795,11,d2-d3,d2,E119,C349,C795,All,All,All,11,trj5.csv
E119,C509,5,d1-d2,d1,E119,C509,C795,All,All,All,5,trj5.csv
C509,C795,5,d2-d3,d2,E119,C509,C795,All,All,All,5,trj5.csv
E119,C61X,14,d1-d2,d1,E119,C61X,C795,All,All,All,10,trj5.csv
C61X,C795,14,d2-d3,d2,E119,C61X,C795,All,All,All,10,trj5.csv
E119,C64X,5,d1-d2,d1,E119,C64X,C780,All,All,All,5,trj5.csv
C64X,C780,5,d2-d3,d2,E119,C64X,C780,All,All,All,5,trj5.csv
E119,E113 D,50,d1-d2,d1,E119,E113 D,G459,All,All,All,<5,trj5.csv
E113 D,G459,5,d2-d3,d2,E119,E113 D,G459,All,All,All,<5,trj5.csv
E119,E113 D,50,d1-d2,d1,E119,E113 D,,All,All,All,8,trj5.csv
E119,E114 D,12,d1-d2,d1,E119,E114 D,,All,All,All,<5,trj5.csv
E119,E115,38,d1-d2,d1,E119,E115,I739,All,All,All,5,trj5.csv
E115,I739,8,d2-d3,d2,E119,E115,I739,All,All,All,5,trj5.csv
E119,E115,38,d1-d2,d1,E119,E115,,All,All,All,11,trj5.csv
E119,F019,88,d1-d2,d1,E119,F019,I639,All,All,All,5,trj5.csv
F019,I639,5,d2-d3,d2,E119,F019,I639,All,All,All,5,trj5.csv
E119,F019,88,d1-d2,d1,E119,F019,,All,All,All,69,trj5.csv
E119,F023 A,7,d1-d2,d1,E119,F023 A,,All,All,All,6,trj5.csv
E119,F03X,205,d1-d2,d1,E119,F03X,I64X,All,All,All,7,trj5.csv
F03X,I64X,7,d2-d3,d2,E119,F03X,I64X,All,All,All,7,trj5.csv
E119,F03X,205,d1-d2,d1,E119,F03X,I679,All,All,All,7,trj5.csv
F03X,I679,8,d2-d3,d2,E119,F03X,I679,All,All,All,7,trj5.csv
E119,F03X,205,d1-d2,d1,E119,F03X,J449,All,All,All,5,trj5.csv
F03X,J449,5,d2-d3,d2,E119,F03X,J449,All,All,All,5,trj5.csv
E119,F03X,205,d1-d2,d1,E119,F03X,N183,All,All,All,<5,trj5.csv
F03X,N183,5,d2-d3,d2,E119,F03X,N183,All,All,All,<5,trj5.csv
E119,F03X,205,d1-d2,d1,E119,F03X,N189,All,All,All,6,trj5.csv
F03X,N189,6,d2-d3,d2,E119,F03X,N189,All,All,All,6,trj5.csv
E119,F03X,205,d1-d2,d1,E119,F03X,,All,All,All,154,trj5.csv
E119,F051,30,d1-d2,d1,E119,F051,,All,All,All,20,trj5.csv
E119,G308 D,8,d1-d2,d1,E119,G308 D,,All,All,All,<5,trj5.csv
E119,G309,36,d1-d2,d1,E119,G309,,All,All,All,29,trj5.csv
E119,G309 D,65,d1-d2,d1,E119,G309 D,,All,All,All,46,trj5.csv
E119,G451,458,d1-d2,d1,E119,G451,F03X,All,All,All,5,trj5.csv
G451,F03X,5,d2-d3,d2,E119,G451,F03X,All,All,All,5,trj5.csv
E119,G451,458,d1-d2,d1,E119,G451,J440,All,All,All,,trj5.csv
G451,J440,6,d2-d3,d2,E119,G451,J440,All,All,All,,trj5.csv
E119,G451,458,d1-d2,d1,E119,G451,J449,All,All,All,,trj5.csv
G451,J449,5,d2-d3,d2,E119,G451,J449,All,All,All,,trj5.csv
E119,G451,458,d1-d2,d1,E119,G451,J459,All,All,All,<5,trj5.csv
G451,J459,13,d2-d3,d2,E119,G451,J459,All,All,All,<5,trj5.csv
E119,G451,458,d1-d2,d1,E119,G451,N183,All,All,All,,trj5.csv
G451,N183,11,d2-d3,d2,E119,G451,N183,All,All,All,,trj5.csv
E119,G451,458,d1-d2,d1,E119,G451,,All,All,All,39,trj5.csv
E119,G459,357,d1-d2,d1,E119,G459,F019,All,All,All,<5,trj5.csv
G459,F019,7,d2-d3,d2,E119,G459,F019,All,All,All,<5,trj5.csv
E119,G459,357,d1-d2,d1,E119,G459,I252,All,All,All,<5,trj5.csv
G459,I252,6,d2-d3,d2,E119,G459,I252,All,All,All,<5,trj5.csv
E119,G459,357,d1-d2,d1,E119,G459,I739,All,All,All,<5,trj5.csv
G459,I739,5,d2-d3,d2,E119,G459,I739,All,All,All,<5,trj5.csv
E119,G459,357,d1-d2,d1,E119,G459,J449,All,All,All,5,trj5.csv
G459,J449,7,d2-d3,d2,E119,G459,J449,All,All,All,5,trj5.csv
E119,G459,357,d1-d2,d1,E119,G459,J459,All,All,All,<5,trj5.csv
G459,J459,7,d2-d3,d2,E119,G459,J459,All,All,All,<5,trj5.csv
E119,G459,357,d1-d2,d1,E119,G459,N183,All,All,All,<5,trj5.csv
G459,N183,10,d2-d3,d2,E119,G459,N183,All,All,All,<5,trj5.csv
E119,G459,357,d1-d2,d1,E119,G459,,All,All,All,31,trj5.csv
E119,I2101,5,d1-d2,d1,E119,I2101,I5010,All,All,All,<5,trj5.csv
I2101,I5010,5,d2-d3,d2,E119,I2101,I5010,All,All,All,<5,trj5.csv
E119,I219,18,d1-d2,d1,E119,I219,I501,All,All,All,11,trj5.csv
I219,I501,11,d2-d3,d2,E119,I219,I501,All,All,All,11,trj5.csv
E119,I219,18,d1-d2,d1,E119,I219,N189,All,All,All,7,trj5.csv
I219,N189,7,d2-d3,d2,E119,I219,N189,All,All,All,7,trj5.csv
E119,I2190,15,d1-d2,d1,E119,I2190,I5010,All,All,All,<5,trj5.csv
I2190,I5010,8,d2-d3,d2,E119,I2190,I5010,All,All,All,<5,trj5.csv
E119,I2190,15,d1-d2,d1,E119,I2190,N183,All,All,All,<5,trj5.csv
I2190,N183,7,d2-d3,d2,E119,I2190,N183,All,All,All,<5,trj5.csv
E119,I252,7,d1-d2,d1,E119,I252,F03X,All,All,All,7,trj5.csv
I252,F03X,7,d2-d3,d2,E119,I252,F03X,All,All,All,7,trj5.csv
E119,I500,21,d1-d2,d1,E119,I500,F03X,All,All,All,5,trj5.csv
I500,F03X,5,d2-d3,d2,E119,I500,F03X,All,All,All,5,trj5.csv
E119,I500,21,d1-d2,d1,E119,I500,N189,All,All,All,11,trj5.csv
I500,N189,11,d2-d3,d2,E119,I500,N189,All,All,All,11,trj5.csv
E119,I500,21,d1-d2,d1,E119,I500,N19X,All,All,All,5,trj5.csv
I500,N19X,5,d2-d3,d2,E119,I500,N19X,All,All,All,5,trj5.csv
E119,I5009,25,d1-d2,d1,E119,I5009,N183,All,All,All,<5,trj5.csv
I5009,N183,5,d2-d3,d2,E119,I5009,N183,All,All,All,<5,trj5.csv
E119,I5009,25,d1-d2,d1,E119,I5009,,All,All,All,10,trj5.csv
E119,I501,14,d1-d2,d1,E119,I501,I252,All,All,All,5,trj5.csv
I501,I252,6,d2-d3,d2,E119,I501,I252,All,All,All,5,trj5.csv
E119,I501,14,d1-d2,d1,E119,I501,N189,All,All,All,6,trj5.csv
I501,N189,8,d2-d3,d2,E119,I501,N189,All,All,All,6,trj5.csv
E119,I5099,12,d1-d2,d1,E119,I5099,,All,All,All,7,trj5.csv
E119,I639,6,d1-d2,d1,E119,I639,F019,All,All,All,5,trj5.csv
I639,F019,6,d2-d3,d2,E119,I639,F019,All,All,All,5,trj5.csv
E119,I64X,12,d1-d2,d1,E119,I64X,F019,All,All,All,7,trj5.csv
I64X,F019,7,d2-d3,d2,E119,I64X,F019,All,All,All,7,trj5.csv
E119,I64X,12,d1-d2,d1,E119,I64X,F03X,All,All,All,<5,trj5.csv
I64X,F03X,5,d2-d3,d2,E119,I64X,F03X,All,All,All,<5,trj5.csv
E119,I679,11,d1-d2,d1,E119,I679,F019,All,All,All,6,trj5.csv
I679,F019,6,d2-d3,d2,E119,I679,F019,All,All,All,6,trj5.csv
E119,I679,11,d1-d2,d1,E119,I679,F03X,All,All,All,5,trj5.csv
I679,F03X,5,d2-d3,d2,E119,I679,F03X,All,All,All,5,trj5.csv
E119,J449,11,d1-d2,d1,E119,J449,F019,All,All,All,5,trj5.csv
J449,F019,5,d2-d3,d2,E119,J449,F019,All,All,All,5,trj5.csv
E119,J449,11,d1-d2,d1,E119,J449,F03X,All,All,All,5,trj5.csv
J449,F03X,6,d2-d3,d2,E119,J449,F03X,All,All,All,5,trj5.csv
E119,J459,34,d1-d2,d1,E119,J459,G451,All,All,All,<5,trj5.csv
J459,G451,19,d2-d3,d2,E119,J459,G451,All,All,All,<5,trj5.csv
E119,J459,34,d1-d2,d1,E119,J459,G459,All,All,All,,trj5.csv
J459,G459,15,d2-d3,d2,E119,J459,G459,All,All,All,,trj5.csv
E119,K746,5,d1-d2,d1,E119,K746,,All,All,All,<5,trj5.csv
E119,K760,74,d1-d2,d1,E119,K760,G451,All,All,All,<5,trj5.csv
K760,G451,9,d2-d3,d2,E119,K760,G451,All,All,All,<5,trj5.csv
E119,K760,74,d1-d2,d1,E119,K760,,All,All,All,8,trj5.csv
E119,N183,258,d1-d2,d1,E119,N183,F019,All,All,All,5,trj5.csv
N183,F019,5,d2-d3,d2,E119,N183,F019,All,All,All,5,trj5.csv
E119,N183,258,d1-d2,d1,E119,N183,F03X,All,All,All,13,trj5.csv
N183,F03X,16,d2-d3,d2,E119,N183,F03X,All,All,All,13,trj5.csv
E119,N183,258,d1-d2,d1,E119,N183,F051,All,All,All,<5,trj5.csv
N183,F051,7,d2-d3,d2,E119,N183,F051,All,All,All,<5,trj5.csv
E119,N183,258,d1-d2,d1,E119,N183,G451,All,All,All,<5,trj5.csv
N183,G451,14,d2-d3,d2,E119,N183,G451,All,All,All,<5,trj5.csv
E119,N183,258,d1-d2,d1,E119,N183,G459,All,All,All,<5,trj5.csv
N183,G459,16,d2-d3,d2,E119,N183,G459,All,All,All,<5,trj5.csv
E119,N183,258,d1-d2,d1,E119,N183,I639,All,All,All,<5,trj5.csv
N183,I639,5,d2-d3,d2,E119,N183,I639,All,All,All,<5,trj5.csv
E119,N183,258,d1-d2,d1,E119,N183,,All,All,All,69,trj5.csv
E119,N184,11,d1-d2,d1,E119,N184,,All,All,All,5,trj5.csv
E119,N189,101,d1-d2,d1,E119,N189,F03X,All,All,All,5,trj5.csv
N189,F03X,5,d2-d3,d2,E119,N189,F03X,All,All,All,5,trj5.csv
E119,N189,101,d1-d2,d1,E119,N189,G459,All,All,All,,trj5.csv
N189,G459,5,d2-d3,d2,E119,N189,G459,All,All,All,,trj5.csv
E119,N189,101,d1-d2,d1,E119,N189,J449,All,All,All,5,trj5.csv
N189,J449,6,d2-d3,d2,E119,N189,J449,All,All,All,5,trj5.csv
E119,N189,101,d1-d2,d1,E119,N189,,All,All,All,54,trj5.csv
G451,C153,10,d1-d2,d1,G451,C153,,All,All,All,10,trj5.csv
G451,C154,11,d1-d2,d1,G451,C154,,All,All,All,9,trj5.csv
G451,C155,85,d1-d2,d1,G451,C155,C770,All,All,All,<5,trj5.csv
C155,C770,6,d2-d3,d2,G451,C155,C770,All,All,All,<5,trj5.csv
G451,C155,85,d1-d2,d1,G451,C155,C771,All,All,All,8,trj5.csv
C155,C771,9,d2-d3,d2,G451,C155,C771,All,All,All,8,trj5.csv
G451,C155,85,d1-d2,d1,G451,C155,C772,All,All,All,5,trj5.csv
C155,C772,6,d2-d3,d2,G451,C155,C772,All,All,All,5,trj5.csv
G451,C155,85,d1-d2,d1,G451,C155,C780,All,All,All,5,trj5.csv
C155,C780,6,d2-d3,d2,G451,C155,C780,All,All,All,5,trj5.csv
G451,C155,85,d1-d2,d1,G451,C155,C787,All,All,All,16,trj5.csv
C155,C787,17,d2-d3,d2,G451,C155,C787,All,All,All,16,trj5.csv
G451,C155,85,d1-d2,d1,G451,C155,,All,All,All,26,trj5.csv
G451,C159,158,d1-d2,d1,G451,C159,C771,All,All,All,8,trj5.csv
C159,C771,8,d2-d3,d2,G451,C159,C771,All,All,All,8,trj5.csv
G451,C159,158,d1-d2,d1,G451,C159,C780,All,All,All,11,trj5.csv
C159,C780,11,d2-d3,d2,G451,C159,C780,All,All,All,11,trj5.csv
G451,C159,158,d1-d2,d1,G451,C159,C787,All,All,All,19,trj5.csv
C159,C787,19,d2-d3,d2,G451,C159,C787,All,All,All,19,trj5.csv
G451,C159,158,d1-d2,d1,G451,C159,C793,All,All,All,6,trj5.csv
C159,C793,6,d2-d3,d2,G451,C159,C793,All,All,All,6,trj5.csv
G451,C159,158,d1-d2,d1,G451,C159,C795,All,All,All,6,trj5.csv
C159,C795,6,d2-d3,d2,G451,C159,C795,All,All,All,6,trj5.csv
G451,C159,158,d1-d2,d1,G451,C159,E119,All,All,All,6,trj5.csv
C159,E119,6,d2-d3,d2,G451,C159,E119,All,All,All,6,trj5.csv
G451,C159,158,d1-d2,d1,G451,C159,,All,All,All,79,trj5.csv
G451,C160,10,d1-d2,d1,G451,C160,C772,All,All,All,8,trj5.csv
C160,C772,10,d2-d3,d2,G451,C160,C772,All,All,All,8,trj5.csv
G451,C169,35,d1-d2,d1,G451,C169,C780,All,All,All,5,trj5.csv
C169,C780,5,d2-d3,d2,G451,C169,C780,All,All,All,5,trj5.csv
G451,C169,35,d1-d2,d1,G451,C169,C786,All,All,All,14,trj5.csv
C169,C786,14,d2-d3,d2,G451,C169,C786,All,All,All,14,trj5.csv
G451,C169,35,d1-d2,d1,G451,C169,C787,All,All,All,16,trj5.csv
C169,C787,16,d2-d3,d2,G451,C169,C787,All,All,All,16,trj5.csv
G451,C180,22,d1-d2,d1,G451,C180,C772,All,All,All,6,trj5.csv
C180,C772,8,d2-d3,d2,G451,C180,C772,All,All,All,6,trj5.csv
G451,C180,22,d1-d2,d1,G451,C180,C786,All,All,All,5,trj5.csv
C180,C786,5,d2-d3,d2,G451,C180,C786,All,All,All,5,trj5.csv
G451,C180,22,d1-d2,d1,G451,C180,C787,All,All,All,7,trj5.csv
C180,C787,9,d2-d3,d2,G451,C180,C787,All,All,All,7,trj5.csv
G451,C182,5,d1-d2,d1,G451,C182,C772,All,All,All,<5,trj5.csv
C182,C772,5,d2-d3,d2,G451,C182,C772,All,All,All,<5,trj5.csv
G451,C187,10,d1-d2,d1,G451,C187,C772,All,All,All,<5,trj5.csv
C187,C772,5,d2-d3,d2,G451,C187,C772,All,All,All,<5,trj5.csv
G451,C187,10,d1-d2,d1,G451,C187,C787,All,All,All,5,trj5.csv
C187,C787,5,d2-d3,d2,G451,C187,C787,All,All,All,5,trj5.csv
G451,C250,5,d1-d2,d1,G451,C250,C787,All,All,All,5,trj5.csv
C250,C787,5,d2-d3,d2,G451,C250,C787,All,All,All,5,trj5.csv
G451,C259,12,d1-d2,d1,G451,C259,C787,All,All,All,12,trj5.csv
C259,C787,12,d2-d3,d2,G451,C259,C787,All,All,All,12,trj5.csv
G451,C341,5,d1-d2,d1,G451,C341,C771,All,All,All,<5,trj5.csv
C341,C771,5,d2-d3,d2,G451,C341,C771,All,All,All,<5,trj5.csv
G451,C349,28,d1-d2,d1,G451,C349,C780,All,All,All,6,trj5.csv
C349,C780,6,d2-d3,d2,G451,C349,C780,All,All,All,6,trj5.csv
G451,C349,28,d1-d2,d1,G451,C349,C787,All,All,All,13,trj5.csv
C349,C787,13,d2-d3,d2,G451,C349,C787,All,All,All,13,trj5.csv
G451,C349,28,d1-d2,d1,G451,C349,C793,All,All,All,8,trj5.csv
C349,C793,9,d2-d3,d2,G451,C349,C793,All,All,All,8,trj5.csv
G451,C504,7,d1-d2,d1,G451,C504,C773,All,All,All,,trj5.csv
C504,C773,7,d2-d3,d2,G451,C504,C773,All,All,All,,trj5.csv
G451,C508,7,d1-d2,d1,G451,C508,C773,All,All,All,,trj5.csv
C508,C773,7,d2-d3,d2,G451,C508,C773,All,All,All,,trj5.csv
G451,C509,11,d1-d2,d1,G451,C509,C773,All,All,All,,trj5.csv
C509,C773,11,d2-d3,d2,G451,C509,C773,All,All,All,,trj5.csv
G451,C56X,6,d1-d2,d1,G451,C56X,C786,All,All,All,<5,trj5.csv
C56X,C786,6,d2-d3,d2,G451,C56X,C786,All,All,All,<5,trj5.csv
G451,C61X,114,d1-d2,d1,G451,C61X,C795,All,All,All,9,trj5.csv
C61X,C795,10,d2-d3,d2,G451,C61X,C795,All,All,All,9,trj5.csv
G451,C61X,114,d1-d2,d1,G451,C61X,,All,All,All,11,trj5.csv
G451,C64X,8,d1-d2,d1,G451,C64X,C780,All,All,All,8,trj5.csv
C64X,C780,8,d2-d3,d2,G451,C64X,C780,All,All,All,8,trj5.csv
G451,C900,18,d1-d2,d1,G451,C900,,All,All,All,8,trj5.csv
G451,E119,32,d1-d2,d1,G451,E119,K760,All,All,All,,trj5.csv
E119,K760,6,d2-d3,d2,G451,E119,K760,All,All,All,,trj5.csv
G451,E119,32,d1-d2,d1,G451,E119,N183,All,All,All,<5,trj5.csv
E119,N183,21,d2-d3,d2,G451,E119,N183,All,All,All,<5,trj5.csv
G451,E119,32,d1-d2,d1,G451,E119,N189,All,All,All,<5,trj5.csv
E119,N189,5,d2-d3,d2,G451,E119,N189,All,All,All,<5,trj5.csv
G451,I2190,71,d1-d2,d1,G451,I2190,E119,All,All,All,<5,trj5.csv
I2190,E119,12,d2-d3,d2,G451,I2190,E119,All,All,All,<5,trj5.csv
G451,I2190,71,d1-d2,d1,G451,I2190,,All,All,All,8,trj5.csv
G451,I252,5,d1-d2,d1,G451,I252,E119,All,All,All,<5,trj5.csv
I252,E119,5,d2-d3,d2,G451,I252,E119,All,All,All,<5,trj5.csv
G451,I5019,20,d1-d2,d1,G451,I5019,,All,All,All,5,trj5.csv
G451,I739,11,d1-d2,d1,G451,I739,E119,All,All,All,<5,trj5.csv
I739,E119,5,d2-d3,d2,G451,I739,E119,All,All,All,<5,trj5.csv
G451,I739,11,d1-d2,d1,G451,I739,J449,All,All,All,<5,trj5.csv
I739,J449,6,d2-d3,d2,G451,I739,J449,All,All,All,<5,trj5.csv
G451,J439,26,d1-d2,d1,G451,J439,,All,All,All,<5,trj5.csv
G451,J440,10,d1-d2,d1,G451,J440,C349,All,All,All,5,trj5.csv
J440,C349,5,d2-d3,d2,G451,J440,C349,All,All,All,5,trj5.csv
G451,J440,10,d1-d2,d1,G451,J440,N183,All,All,All,<5,trj5.csv
J440,N183,5,d2-d3,d2,G451,J440,N183,All,All,All,<5,trj5.csv
G451,J449,186,d1-d2,d1,G451,J449,E119,All,All,All,<5,trj5.csv
J449,E119,17,d2-d3,d2,G451,J449,E119,All,All,All,<5,trj5.csv
G451,J449,186,d1-d2,d1,G451,J449,N183,All,All,All,<5,trj5.csv
J449,N183,7,d2-d3,d2,G451,J449,N183,All,All,All,<5,trj5.csv
G451,J449,186,d1-d2,d1,G451,J449,,All,All,All,37,trj5.csv
G451,J459,21,d1-d2,d1,G451,J459,E119,All,All,All,<5,trj5.csv
J459,E119,16,d2-d3,d2,G451,J459,E119,All,All,All,<5,trj5.csv
G451,J459,21,d1-d2,d1,G451,J459,K760,All,All,All,,trj5.csv
J459,K760,5,d2-d3,d2,G451,J459,K760,All,All,All,,trj5.csv
G451,J47X,28,d1-d2,d1,G451,J47X,,All,All,All,8,trj5.csv
G451,K703,10,d1-d2,d1,G451,K703,,All,All,All,5,trj5.csv
G451,K746,7,d1-d2,d1,G451,K746,,All,All,All,<5,trj5.csv
G451,N183,135,d1-d2,d1,G451,N183,E119,All,All,All,<5,trj5.csv
N183,E119,9,d2-d3,d2,G451,N183,E119,All,All,All,<5,trj5.csv
G451,N183,135,d1-d2,d1,G451,N183,F03X,All,All,All,5,trj5.csv
N183,F03X,7,d2-d3,d2,G451,N183,F03X,All,All,All,5,trj5.csv
G451,N183,135,d1-d2,d1,G451,N183,,All,All,All,28,trj5.csv
G459,C159,36,d1-d2,d1,G459,C159,C780,All,All,All,5,trj5.csv
C159,C780,5,d2-d3,d2,G459,C159,C780,All,All,All,5,trj5.csv
G459,C159,36,d1-d2,d1,G459,C159,C787,All,All,All,6,trj5.csv
C159,C787,6,d2-d3,d2,G459,C159,C787,All,All,All,6,trj5.csv
G459,C159,36,d1-d2,d1,G459,C159,,All,All,All,23,trj5.csv
G459,C180,10,d1-d2,d1,G459,C180,C772,All,All,All,<5,trj5.csv
C180,C772,5,d2-d3,d2,G459,C180,C772,All,All,All,<5,trj5.csv
G459,C180,10,d1-d2,d1,G459,C180,C787,All,All,All,<5,trj5.csv
C180,C787,5,d2-d3,d2,G459,C180,C787,All,All,All,<5,trj5.csv
G459,C182,19,d1-d2,d1,G459,C182,C787,All,All,All,6,trj5.csv
C182,C787,7,d2-d3,d2,G459,C182,C787,All,All,All,6,trj5.csv
G459,C182,19,d1-d2,d1,G459,C182,,All,All,All,<5,trj5.csv
G459,C20X,5,d1-d2,d1,G459,C20X,C787,All,All,All,<5,trj5.csv
C20X,C787,5,d2-d3,d2,G459,C20X,C787,All,All,All,<5,trj5.csv
G459,C259,7,d1-d2,d1,G459,C259,C787,All,All,All,7,trj5.csv
C259,C787,7,d2-d3,d2,G459,C259,C787,All,All,All,7,trj5.csv
G459,C349,5,d1-d2,d1,G459,C349,C795,All,All,All,5,trj5.csv
C349,C795,5,d2-d3,d2,G459,C349,C795,All,All,All,5,trj5.csv
G459,C509,6,d1-d2,d1,G459,C509,C773,All,All,All,<5,trj5.csv
C509,C773,6,d2-d3,d2,G459,C509,C773,All,All,All,<5,trj5.csv
G459,E119,38,d1-d2,d1,G459,E119,F019,All,All,All,6,trj5.csv
E119,F019,8,d2-d3,d2,G459,E119,F019,All,All,All,6,trj5.csv
G459,E119,38,d1-d2,d1,G459,E119,F03X,All,All,All,5,trj5.csv
E119,F03X,5,d2-d3,d2,G459,E119,F03X,All,All,All,5,trj5.csv
G459,E119,38,d1-d2,d1,G459,E119,K760,All,All,All,<5,trj5.csv
E119,K760,5,d2-d3,d2,G459,E119,K760,All,All,All,<5,trj5.csv
G459,E119,38,d1-d2,d1,G459,E119,N183,All,All,All,7,trj5.csv
E119,N183,14,d2-d3,d2,G459,E119,N183,All,All,All,7,trj5.csv
G459,E119,38,d1-d2,d1,G459,E119,N189,All,All,All,<5,trj5.csv
E119,N189,6,d2-d3,d2,G459,E119,N189,All,All,All,<5,trj5.csv
G459,G819,27,d1-d2,d1,G459,G819,,All,All,All,10,trj5.csv
G459,I2111,5,d1-d2,d1,G459,I2111,E119,All,All,All,<5,trj5.csv
I2111,E119,5,d2-d3,d2,G459,I2111,E119,All,All,All,<5,trj5.csv
G459,I219,5,d1-d2,d1,G459,I219,I501,All,All,All,5,trj5.csv
I219,I501,5,d2-d3,d2,G459,I219,I501,All,All,All,5,trj5.csv
G459,I2190,51,d1-d2,d1,G459,I2190,E119,All,All,All,<5,trj5.csv
I2190,E119,6,d2-d3,d2,G459,I2190,E119,All,All,All,<5,trj5.csv
G459,I2190,51,d1-d2,d1,G459,I2190,J449,All,All,All,<5,trj5.csv
I2190,J449,6,d2-d3,d2,G459,I2190,J449,All,All,All,<5,trj5.csv
G459,I2190,51,d1-d2,d1,G459,I2190,,All,All,All,<5,trj5.csv
G459,I252,10,d1-d2,d1,G459,I252,E119,All,All,All,,trj5.csv
I252,E119,5,d2-d3,d2,G459,I252,E119,All,All,All,,trj5.csv
G459,I252,10,d1-d2,d1,G459,I252,F019,All,All,All,5,trj5.csv
I252,F019,5,d2-d3,d2,G459,I252,F019,All,All,All,5,trj5.csv
G459,I500,6,d1-d2,d1,G459,I500,N189,All,All,All,<5,trj5.csv
I500,N189,6,d2-d3,d2,G459,I500,N189,All,All,All,<5,trj5.csv
G459,I5010,11,d1-d2,d1,G459,I5010,,All,All,All,5,trj5.csv
G459,I5019,20,d1-d2,d1,G459,I5019,,All,All,All,<5,trj5.csv
G459,I739,8,d1-d2,d1,G459,I739,E119,All,All,All,<5,trj5.csv
I739,E119,8,d2-d3,d2,G459,I739,E119,All,All,All,<5,trj5.csv
G459,J440,17,d1-d2,d1,G459,J440,C349,All,All,All,5,trj5.csv
J440,C349,6,d2-d3,d2,G459,J440,C349,All,All,All,5,trj5.csv
G459,J440,17,d1-d2,d1,G459,J440,F019,All,All,All,<5,trj5.csv
J440,F019,5,d2-d3,d2,G459,J440,F019,All,All,All,<5,trj5.csv
G459,J440,17,d1-d2,d1,G459,J440,N183,All,All,All,<5,trj5.csv
J440,N183,6,d2-d3,d2,G459,J440,N183,All,All,All,<5,trj5.csv
G459,J449,5,d1-d2,d1,G459,J449,F03X,All,All,All,<5,trj5.csv
J449,F03X,5,d2-d3,d2,G459,J449,F03X,All,All,All,<5,trj5.csv
G459,J459,16,d1-d2,d1,G459,J459,E119,All,All,All,<5,trj5.csv
J459,E119,16,d2-d3,d2,G459,J459,E119,All,All,All,<5,trj5.csv
G459,N183,131,d1-d2,d1,G459,N183,E119,All,All,All,<5,trj5.csv
N183,E119,7,d2-d3,d2,G459,N183,E119,All,All,All,<5,trj5.csv
G459,N183,131,d1-d2,d1,G459,N183,F03X,All,All,All,<5,trj5.csv
N183,F03X,5,d2-d3,d2,G459,N183,F03X,All,All,All,<5,trj5.csv
G459,N183,131,d1-d2,d1,G459,N183,G309 D,All,All,All,5,trj5.csv
N183,G309 D,6,d2-d3,d2,G459,N183,G309 D,All,All,All,5,trj5.csv
G459,N183,131,d1-d2,d1,G459,N183,,All,All,All,31,trj5.csv
G459,N184,6,d1-d2,d1,G459,N184,,All,All,All,5,trj5.csv
G819,I690,6,d1-d2,d1,G819,I690,,All,All,All,<5,trj5.csv
G819,I693,15,d1-d2,d1,G819,I693,,All,All,All,10,trj5.csv
G819,I694,34,d1-d2,d1,G819,I694,,All,All,All,23,trj5.csv
I210,I501,246,d1-d2,d1,I210,I501,E119,All,All,All,<5,trj5.csv
I501,E119,16,d2-d3,d2,I210,I501,E119,All,All,All,<5,trj5.csv
I210,I501,246,d1-d2,d1,I210,I501,F03X,All,All,All,7,trj5.csv
I501,F03X,7,d2-d3,d2,I210,I501,F03X,All,All,All,7,trj5.csv
I210,I501,246,d1-d2,d1,I210,I501,G451,All,All,All,<5,trj5.csv
I501,G451,11,d2-d3,d2,I210,I501,G451,All,All,All,<5,trj5.csv
I210,I501,246,d1-d2,d1,I210,I501,G459,All,All,All,<5,trj5.csv
I501,G459,6,d2-d3,d2,I210,I501,G459,All,All,All,<5,trj5.csv
